Id,País,Categoria,Ano,Tipo,Valor
9,Bahamas,Espumante,2021,Quantidade,179.0
10,Bangladesh,Espumante,2021,Quantidade,1.0
11,Barbados,Espumante,2021,Quantidade,4.0
12,Belgica,Espumante,2021,Quantidade,0.0
13,Benin,Espumante,2021,Quantidade,0.0
14,Bermudas,Espumante,2021,Quantidade,0.0
15,Bolívia,Espumante,2021,Quantidade,21235.0
16,Bósnia-Herzegovina,Espumante,2021,Quantidade,0.0
17,Bulgaria,Espumante,2021,Quantidade,0.0
18,Cabo Verde,Espumante,2021,Quantidade,2.0
19,Camarões,Espumante,2021,Quantidade,0.0
20,Canada,Espumante,2021,Quantidade,253.0
21,Catar,Espumante,2021,Quantidade,5.0
22,"Cayman, Ilhas",Espumante,2021,Quantidade,1.0
23,Chile,Espumante,2021,Quantidade,72.0
24,China,Espumante,2021,Quantidade,13692.0
25,Chipre,Espumante,2021,Quantidade,122.0
26,Cingapura,Espumante,2021,Quantidade,0.0
27,Colombia,Espumante,2021,Quantidade,10280.0
28,"Coreia do Sul, Republica da",Espumante,2021,Quantidade,82.0
29,Costa Rica,Espumante,2021,Quantidade,0.0
30,Cuba,Espumante,2021,Quantidade,0.0
31,Curaçao,Espumante,2021,Quantidade,5525.0
32,Dinamarca,Espumante,2021,Quantidade,7.0
33,Dominica,Espumante,2021,Quantidade,204.0
34,El Salvador,Espumante,2021,Quantidade,0.0
35,Emirados Arabes Unidos,Espumante,2021,Quantidade,90.0
36,Equador,Espumante,2021,Quantidade,0.0
37,Espanha,Espumante,2021,Quantidade,0.0
38,Estados Unidos,Espumante,2021,Quantidade,801082.0
39,Estonia,Espumante,2021,Quantidade,0.0
40,Falkland (Malvinas),Espumante,2021,Quantidade,0.0
41,Filipinas,Espumante,2021,Quantidade,0.0
42,Filânldia,Espumante,2021,Quantidade,0.0
43,França,Espumante,2021,Quantidade,1015.0
44,Gana,Espumante,2021,Quantidade,654.0
45,Gibraltar,Espumante,2021,Quantidade,0.0
46,Granada,Espumante,2021,Quantidade,0.0
47,Grécia,Espumante,2021,Quantidade,147.0
48,Guatemala,Espumante,2021,Quantidade,0.0
49,Guiana,Espumante,2021,Quantidade,0.0
50,Guiné Equatorial,Espumante,2021,Quantidade,0.0
51,Guiné-Bissau,Espumante,2021,Quantidade,0.0
52,Haiti,Espumante,2021,Quantidade,4978.0
53,Honduras,Espumante,2021,Quantidade,0.0
54,Hong Kong,Espumante,2021,Quantidade,3669.0
55,Hungria,Espumante,2021,Quantidade,96.0
56,Ilha de Man,Espumante,2021,Quantidade,0.0
57,Índia,Espumante,2021,Quantidade,0.0
58,Iraque,Espumante,2021,Quantidade,0.0
59,Irlanda,Espumante,2021,Quantidade,0.0
60,Islândia,Espumante,2021,Quantidade,0.0
61,Itália,Espumante,2021,Quantidade,172.0
62,Japão,Espumante,2021,Quantidade,6811.0
63,Jordânia,Espumante,2021,Quantidade,0.0
64,Letônia,Espumante,2021,Quantidade,0.0
65,Líbano,Espumante,2021,Quantidade,540.0
66,Libéria,Espumante,2021,Quantidade,795.0
67,Luxemburgo,Espumante,2021,Quantidade,0.0
68,Maldivas,Espumante,2021,Quantidade,3023.0
69,Malta,Espumante,2021,Quantidade,364.0
70,"Marshall, Ilhas",Espumante,2021,Quantidade,1057.0
71,Montenegro,Espumante,2021,Quantidade,9.0
72,México,Espumante,2021,Quantidade,0.0
73,Nicarágua,Espumante,2021,Quantidade,0.0
74,Nigéria,Espumante,2021,Quantidade,0.0
75,Noruega,Espumante,2021,Quantidade,37.0
76,Nova Zelândia,Espumante,2021,Quantidade,0.0
77,Países Baixos (Holanda),Espumante,2021,Quantidade,86.0
78,Panamá,Espumante,2021,Quantidade,1639.0
79,Paraguai,Espumante,2021,Quantidade,45629.0
80,Peru,Espumante,2021,Quantidade,0.0
81,Polônia,Espumante,2021,Quantidade,0.0
82,Porto Rico,Espumante,2021,Quantidade,0.0
83,Portugal,Espumante,2021,Quantidade,21.0
84,Quênia,Espumante,2021,Quantidade,0.0
85,Reino Unido,Espumante,2021,Quantidade,7130.0
86,Republica Dominicana,Espumante,2021,Quantidade,0.0
87,Republica Tcheca,Espumante,2021,Quantidade,0.0
88,Rússia,Espumante,2021,Quantidade,0.0
89,Serra Leoa,Espumante,2021,Quantidade,225.0
90,Singapura,Espumante,2021,Quantidade,525.0
91,Suécia,Espumante,2021,Quantidade,0.0
92,Suíça,Espumante,2021,Quantidade,1074.0
93,Suriname,Espumante,2021,Quantidade,880.0
94,Tailândia,Espumante,2021,Quantidade,22.0
95,Taiwan (Formosa),Espumante,2021,Quantidade,1255.0
96,"Tcheca, República",Espumante,2021,Quantidade,0.0
97,Trinidade e Tobago,Espumante,2021,Quantidade,0.0
98,Turquia,Espumante,2021,Quantidade,74.0
99,Uruguai,Espumante,2021,Quantidade,0.0
100,Vanuatu,Espumante,2021,Quantidade,0.0
101,Venezuela,Espumante,2021,Quantidade,0.0
102,Vietnã,Espumante,2021,Quantidade,144.0
103,Outros(1),Espumante,2021,Quantidade,0.0
1,África do Sul,Suco,2021,Quantidade,0.0
2,"Alemanha, República Democrática da",Suco,2021,Quantidade,13.0
3,Angola,Suco,2021,Quantidade,6073.0
4,Antígua e Barbuda,Suco,2021,Quantidade,120.0
5,Antilhas Holandesas,Suco,2021,Quantidade,0.0
6,Arábia Saudita,Suco,2021,Quantidade,0.0
7,Argélia,Suco,2021,Quantidade,0.0
8,Argentina,Suco,2021,Quantidade,7325.0
9,Aruba,Suco,2021,Quantidade,0.0
10,Austrália,Suco,2021,Quantidade,43971.0
11,Áustria,Suco,2021,Quantidade,0.0
12,Bahamas,Suco,2021,Quantidade,542.0
13,Bangladesh,Suco,2021,Quantidade,0.0
14,Barbados,Suco,2021,Quantidade,75.0
15,Barein,Suco,2021,Quantidade,0.0
16,Bélgica,Suco,2021,Quantidade,0.0
17,Belize,Suco,2021,Quantidade,0.0
18,Benin,Suco,2021,Quantidade,0.0
19,Bermudas,Suco,2021,Quantidade,0.0
20,Birmânia,Suco,2021,Quantidade,0.0
21,Bolívia,Suco,2021,Quantidade,15700.0
22,Cabo Verde,Suco,2021,Quantidade,0.0
23,Camarões,Suco,2021,Quantidade,0.0
24,Canadá,Suco,2021,Quantidade,4476.0
25,Catar,Suco,2021,Quantidade,0.0
26,"Cayman, Ilhas",Suco,2021,Quantidade,0.0
27,Chile,Suco,2021,Quantidade,16845.0
28,China,Suco,2021,Quantidade,667684.0
29,Chipre,Suco,2021,Quantidade,224.0
30,Cingapura,Suco,2021,Quantidade,0.0
31,Colômbia,Suco,2021,Quantidade,11082.0
32,Congo,Suco,2021,Quantidade,0.0
33,Coreia do Sul,Suco,2021,Quantidade,0.0
34,Costa do Marfim,Suco,2021,Quantidade,0.0
35,Costa Rica,Suco,2021,Quantidade,2160.0
36,Coveite,Suco,2021,Quantidade,10038.0
37,Cuba,Suco,2021,Quantidade,0.0
38,Curaçao,Suco,2021,Quantidade,1050.0
39,Dinamarca,Suco,2021,Quantidade,206.0
40,"Dominica, Ilha de",Suco,2021,Quantidade,0.0
41,El Salvador,Suco,2021,Quantidade,0.0
42,Emirados Árabes Unidos,Suco,2021,Quantidade,1548.0
43,Equador,Suco,2021,Quantidade,0.0
44,Espanha,Suco,2021,Quantidade,0.0
45,Estados Unidos,Suco,2021,Quantidade,702976.0
46,Falkland (Malvinas),Suco,2021,Quantidade,0.0
47,Filipinas,Suco,2021,Quantidade,64.0
48,Finlândia,Suco,2021,Quantidade,0.0
49,França,Suco,2021,Quantidade,0.0
50,Gana,Suco,2021,Quantidade,0.0
51,Gibraltar,Suco,2021,Quantidade,108.0
52,Granada,Suco,2021,Quantidade,0.0
53,Grécia,Suco,2021,Quantidade,10.0
54,Guatemala,Suco,2021,Quantidade,0.0
55,Guiana,Suco,2021,Quantidade,24.0
56,Guiana Francesa,Suco,2021,Quantidade,396.0
57,Guiné Bissau,Suco,2021,Quantidade,0.0
58,Guine Equatorial,Suco,2021,Quantidade,0.0
59,Haiti,Suco,2021,Quantidade,4818.0
60,Hong Kong,Suco,2021,Quantidade,2010.0
61,Hungria,Suco,2021,Quantidade,0.0
62,Ilha de Man,Suco,2021,Quantidade,14.0
63,India,Suco,2021,Quantidade,258.0
64,Indonésia,Suco,2021,Quantidade,0.0
65,Irã,Suco,2021,Quantidade,5.0
66,Iraque,Suco,2021,Quantidade,0.0
67,Irlanda,Suco,2021,Quantidade,0.0
68,Israel,Suco,2021,Quantidade,0.0
69,Itália,Suco,2021,Quantidade,4968.0
70,Iugoslâvia,Suco,2021,Quantidade,0.0
71,Jamaica,Suco,2021,Quantidade,0.0
72,Japão,Suco,2021,Quantidade,950486.0
73,Líbano,Suco,2021,Quantidade,14880.0
74,Libéria,Suco,2021,Quantidade,878.0
75,Líbia,Suco,2021,Quantidade,285756.0
76,Luxemburgo,Suco,2021,Quantidade,130.0
77,Malásia,Suco,2021,Quantidade,0.0
78,Malta,Suco,2021,Quantidade,1500.0
79,"Marshall, Ilhas",Suco,2021,Quantidade,4282.0
80,Mauritânia,Suco,2021,Quantidade,0.0
81,México,Suco,2021,Quantidade,8829.0
82,Moçambique,Suco,2021,Quantidade,477.0
83,Mônaco,Suco,2021,Quantidade,0.0
84,Montenegro,Suco,2021,Quantidade,12.0
85,Namíbia,Suco,2021,Quantidade,0.0
86,Nigéria,Suco,2021,Quantidade,0.0
87,Noruega,Suco,2021,Quantidade,592.0
88,Nova Caledônia,Suco,2021,Quantidade,924.0
89,Nova Zelândia,Suco,2021,Quantidade,0.0
90,Países Baixos,Suco,2021,Quantidade,7194.0
91,Panamá,Suco,2021,Quantidade,3376.0
92,Paquistão,Suco,2021,Quantidade,0.0
93,Paraguai,Suco,2021,Quantidade,233881.0
94,Peru,Suco,2021,Quantidade,0.0
95,Polônia,Suco,2021,Quantidade,0.0
96,Porto Rico,Suco,2021,Quantidade,24380.0
97,Portugal,Suco,2021,Quantidade,222502.0
98,Quênia,Suco,2021,Quantidade,0.0
99,Reino Unido,Suco,2021,Quantidade,8829.0
100,República Centro Africana,Suco,2021,Quantidade,0.0
101,República Dominicana,Suco,2021,Quantidade,27825.0
102,República Federativa da Rússia,Suco,2021,Quantidade,0.0
103,Rússia,Suco,2021,Quantidade,0.0
104,São Tomé e Príncipe,Suco,2021,Quantidade,0.0
105,Senegal,Suco,2021,Quantidade,0.0
106,Serra Leoa,Suco,2021,Quantidade,0.0
107,Singapura,Suco,2021,Quantidade,2020.0
108,Sri Lanka,Suco,2021,Quantidade,0.0
109,Suécia,Suco,2021,Quantidade,0.0
110,Suíça,Suco,2021,Quantidade,276.0
111,Suriname,Suco,2021,Quantidade,5300.0
112,Tailândia,Suco,2021,Quantidade,2.0
113,Taiwan (Formosa),Suco,2021,Quantidade,60813.0
114,Tanzânia,Suco,2021,Quantidade,0.0
115,"Tcheca, República",Suco,2021,Quantidade,0.0
116,Togo,Suco,2021,Quantidade,0.0
117,Toquelau,Suco,2021,Quantidade,0.0
118,Trinidade e Tobago,Suco,2021,Quantidade,0.0
119,Turquia,Suco,2021,Quantidade,0.0
120,Uruguai,Suco,2021,Quantidade,0.0
121,Vanuatu,Suco,2021,Quantidade,12.0
122,Venezuela,Suco,2021,Quantidade,0.0
1,Africa do Sul,Uva,2021,Quantidade,0.0
2,"Alemanha, República Democrática",Uva,2021,Quantidade,1461590.0
3,Angola,Uva,2021,Quantidade,0.0
4,Antígua e Barbuda,Uva,2021,Quantidade,437.0
5,Arabia Saudita,Uva,2021,Quantidade,2818.0
6,Argélia,Uva,2021,Quantidade,0.0
7,Argentina,Uva,2021,Quantidade,4606314.0
8,Áustria,Uva,2021,Quantidade,0.0
9,Bahamas,Uva,2021,Quantidade,3482.0
10,Bahrein,Uva,2021,Quantidade,0.0
11,Bangladesh,Uva,2021,Quantidade,17.0
12,Barbados,Uva,2021,Quantidade,180.0
13,Barein,Uva,2021,Quantidade,277.0
14,Bélgica,Uva,2021,Quantidade,202.0
15,Belize,Uva,2021,Quantidade,55.0
16,Bermudas,Uva,2021,Quantidade,96.0
17,Bolívia,Uva,2021,Quantidade,436800.0
18,Bósnia,Uva,2021,Quantidade,0.0
19,Brasil,Uva,2021,Quantidade,70.0
20,Bulgária,Uva,2021,Quantidade,0.0
21,Burquina Faso,Uva,2021,Quantidade,0.0
22,Cabo Verde,Uva,2021,Quantidade,0.0
23,Camarões,Uva,2021,Quantidade,0.0
24,Camores,Uva,2021,Quantidade,0.0
25,Canadá,Uva,2021,Quantidade,321755.0
26,Catar,Uva,2021,Quantidade,5615.0
27,"Cayman, Ilhas",Uva,2021,Quantidade,372.0
28,Chile,Uva,2021,Quantidade,109.0
29,China,Uva,2021,Quantidade,1744.0
30,Chipre,Uva,2021,Quantidade,2590.0
31,Cingapura,Uva,2021,Quantidade,0.0
32,"Cocos (Keeling), Ilhas",Uva,2021,Quantidade,0.0
33,"Cook, Ilhas",Uva,2021,Quantidade,
34,Colômbia,Uva,2021,Quantidade,10.0
35,Congo,Uva,2021,Quantidade,20.0
36,Coreia do Norte,Uva,2021,Quantidade,0.0
37,Coreia do Sul,Uva,2021,Quantidade,245.0
38,Costa do Marfim,Uva,2021,Quantidade,0.0
39,Coveite,Uva,2021,Quantidade,20023.0
40,Croácia,Uva,2021,Quantidade,10.0
41,Curaçao,Uva,2021,Quantidade,10.0
42,Dinamarca,Uva,2021,Quantidade,109922.0
43,Djibuti,Uva,2021,Quantidade,0.0
44,Egito,Uva,2021,Quantidade,10.0
45,Emirados Árabes Unidos,Uva,2021,Quantidade,99808.0
46,Eslovênia,Uva,2021,Quantidade,0.0
47,Espanha,Uva,2021,Quantidade,4554938.0
48,Estados Unidos,Uva,2021,Quantidade,13610118.0
49,Falkland (Ilhas Malvinas),Uva,2021,Quantidade,20.0
50,"Faroé, Ilhas",Uva,2021,Quantidade,0.0
51,Filipinas,Uva,2021,Quantidade,317.0
52,Finlândia,Uva,2021,Quantidade,12480.0
53,França,Uva,2021,Quantidade,367.0
54,Gabão,Uva,2021,Quantidade,0.0
55,Gana,Uva,2021,Quantidade,100.0
56,Georgia,Uva,2021,Quantidade,0.0
57,Gibraltar,Uva,2021,Quantidade,198.0
58,Grécia,Uva,2021,Quantidade,4029.0
59,Guadalupe,Uva,2021,Quantidade,0.0
60,Guiana,Uva,2021,Quantidade,3116.0
61,Guiana Francesa,Uva,2021,Quantidade,0.0
62,Guine Equatorial,Uva,2021,Quantidade,0.0
63,Honduras,Uva,2021,Quantidade,10.0
64,Hong Kong,Uva,2021,Quantidade,27507.0
65,Ilha de Man,Uva,2021,Quantidade,230.0
66,Ilhas Virgens,Uva,2021,Quantidade,0.0
67,Índia,Uva,2021,Quantidade,423.0
68,Indonésia,Uva,2021,Quantidade,0.0
69,Irã,Uva,2021,Quantidade,230.0
70,Irlanda,Uva,2021,Quantidade,1493198.0
71,Islândia,Uva,2021,Quantidade,0.0
72,Itália,Uva,2021,Quantidade,10095.0
73,Japão,Uva,2021,Quantidade,476.0
74,Jérsei,Uva,2021,Quantidade,0.0
75,Jordânia,Uva,2021,Quantidade,0.0
76,Letônia,Uva,2021,Quantidade,0.0
77,Líbano,Uva,2021,Quantidade,25.0
78,Libéria,Uva,2021,Quantidade,10468.0
79,Líbia,Uva,2021,Quantidade,0.0
80,Lituânia,Uva,2021,Quantidade,15150.0
81,Luxemburgo,Uva,2021,Quantidade,0.0
82,Macedônia,Uva,2021,Quantidade,
83,Malásia,Uva,2021,Quantidade,1159.0
84,Malta,Uva,2021,Quantidade,5445.0
85,Marrocos,Uva,2021,Quantidade,10.0
86,"Marshall, Ilhas",Uva,2021,Quantidade,12996.0
87,Martinica,Uva,2021,Quantidade,0.0
88,Mauricio,Uva,2021,Quantidade,0.0
89,Mauritânia,Uva,2021,Quantidade,16.0
90,Mexico,Uva,2021,Quantidade,0.0
91,Mônaco,Uva,2021,Quantidade,0.0
92,Mongólia,Uva,2021,Quantidade,0.0
93,Montenegro,Uva,2021,Quantidade,33.0
94,Nigéria,Uva,2021,Quantidade,0.0
95,Noruega,Uva,2021,Quantidade,255034.0
96,Omã,Uva,2021,Quantidade,0.0
97,Países Baixos,Uva,2021,Quantidade,32469515.0
98,Palau,Uva,2021,Quantidade,
99,Panamá,Uva,2021,Quantidade,10378.0
100,Paquistão,Uva,2021,Quantidade,48.0
101,Paraguai,Uva,2021,Quantidade,450.0
102,Pitcairn,Uva,2021,Quantidade,
103,Polônia,Uva,2021,Quantidade,162.0
104,Porto Rico,Uva,2021,Quantidade,0.0
105,Portugal,Uva,2021,Quantidade,1525.0
106,Quirguistão,Uva,2021,Quantidade,
107,Reino Unido,Uva,2021,Quantidade,16631939.0
108,Republica Dominicana,Uva,2021,Quantidade,0.0
109,Romênia,Uva,2021,Quantidade,0.0
110,"Rússia,  Federação da",Uva,2021,Quantidade,283727.0
111,Samoa Americana,Uva,2021,Quantidade,0.0
112,São Cristóvão e Névis,Uva,2021,Quantidade,
113,São Tomé e Príncipe,Uva,2021,Quantidade,0.0
114,São Vicente e Granadinas,Uva,2021,Quantidade,19.0
115,Serra Leoa,Uva,2021,Quantidade,0.0
116,Senegal,Uva,2021,Quantidade,10.0
117,Singapura,Uva,2021,Quantidade,18086.0
118,Sri Lanka,Uva,2021,Quantidade,0.0
119,Suécia,Uva,2021,Quantidade,30.0
120,Suíça,Uva,2021,Quantidade,3331.0
121,Suriname,Uva,2021,Quantidade,25.0
122,Tailândia,Uva,2021,Quantidade,746.0
123,Taiwan,Uva,2021,Quantidade,72.0
124,Tanzânia,Uva,2021,Quantidade,
125,Togo,Uva,2021,Quantidade,0.0
126,Trindade e Tobago,Uva,2021,Quantidade,0.0
127,"Turcas e Caicos, ilhas",Uva,2021,Quantidade,0.0
128,Turquia,Uva,2021,Quantidade,662.0
129,Tuvalu,Uva,2021,Quantidade,0.0
130,Uruguai,Uva,2021,Quantidade,95722.0
131,Vanuatu,Uva,2021,Quantidade,73.0
132,Venezuela,Uva,2021,Quantidade,0.0
133,Vietnã,Uva,2021,Quantidade,100.0
134,Provisão de Navios e Aeronaves,Uva,2021,Quantidade,0.0
1,Afeganistão,Vinho,2021,Quantidade,11.0
2,África do Sul,Vinho,2021,Quantidade,0.0
3,"Alemanha, República Democrática",Vinho,2021,Quantidade,2698.0
4,Angola,Vinho,2021,Quantidade,0.0
5,Anguilla,Vinho,2021,Quantidade,0.0
6,Antígua e Barbuda,Vinho,2021,Quantidade,805.0
7,Antilhas Holandesas,Vinho,2021,Quantidade,0.0
8,Arábia Saudita,Vinho,2021,Quantidade,0.0
9,Argentina,Vinho,2021,Quantidade,6.0
10,Aruba,Vinho,2021,Quantidade,0.0
11,Austrália,Vinho,2021,Quantidade,705.0
12,Áustria,Vinho,2021,Quantidade,0.0
13,Bahamas,Vinho,2021,Quantidade,1083.0
14,Bangladesh,Vinho,2021,Quantidade,2.0
15,Barbados,Vinho,2021,Quantidade,216.0
16,Barein,Vinho,2021,Quantidade,302.0
17,Bélgica,Vinho,2021,Quantidade,483.0
18,Belice,Vinho,2021,Quantidade,0.0
19,Benin,Vinho,2021,Quantidade,0.0
20,Bermudas,Vinho,2021,Quantidade,0.0
21,Bolívia,Vinho,2021,Quantidade,5850.0
22,Bósnia-Herzegovina,Vinho,2021,Quantidade,0.0
23,Brasil,Vinho,2021,Quantidade,31.0
24,Bulgária,Vinho,2021,Quantidade,0.0
25,Cabo Verde,Vinho,2021,Quantidade,16.0
26,Camarões,Vinho,2021,Quantidade,0.0
27,Canadá,Vinho,2021,Quantidade,1172.0
28,Catar,Vinho,2021,Quantidade,1.0
29,"Cayman, Ilhas",Vinho,2021,Quantidade,104.0
30,Chile,Vinho,2021,Quantidade,26.0
31,China,Vinho,2021,Quantidade,61884.0
32,Chipre,Vinho,2021,Quantidade,1855.0
33,Cingapura,Vinho,2021,Quantidade,0.0
34,"Cocos (Keeling), Ilhas",Vinho,2021,Quantidade,0.0
35,Colômbia,Vinho,2021,Quantidade,12160.0
36,Comores,Vinho,2021,Quantidade,0.0
37,Congo,Vinho,2021,Quantidade,0.0
38,"Coreia, Republica Sul",Vinho,2021,Quantidade,67.0
39,Costa do Marfim,Vinho,2021,Quantidade,0.0
40,Costa Rica,Vinho,2021,Quantidade,0.0
41,Croácia,Vinho,2021,Quantidade,0.0
42,Cuba,Vinho,2021,Quantidade,0.0
43,Curaçao,Vinho,2021,Quantidade,32263.0
44,Dinamarca,Vinho,2021,Quantidade,87.0
45,Dominica,Vinho,2021,Quantidade,460.0
46,El Salvador,Vinho,2021,Quantidade,0.0
47,Emirados Arabes Unidos,Vinho,2021,Quantidade,810.0
48,Equador,Vinho,2021,Quantidade,0.0
49,"Eslovaca, Republica",Vinho,2021,Quantidade,0.0
50,Espanha,Vinho,2021,Quantidade,0.0
51,Estados Unidos,Vinho,2021,Quantidade,111085.0
52,Estônia,Vinho,2021,Quantidade,0.0
53,Filipinas,Vinho,2021,Quantidade,2784.0
54,Finlândia,Vinho,2021,Quantidade,0.0
55,França,Vinho,2021,Quantidade,7052.0
56,Gana,Vinho,2021,Quantidade,12578.0
57,Gibraltar,Vinho,2021,Quantidade,0.0
58,Granada,Vinho,2021,Quantidade,0.0
59,Grécia,Vinho,2021,Quantidade,908.0
60,Guatemala,Vinho,2021,Quantidade,17347.0
61,Guiana,Vinho,2021,Quantidade,2372.0
62,Guiana Francesa,Vinho,2021,Quantidade,90.0
63,Guine Bissau,Vinho,2021,Quantidade,0.0
64,Guine Equatorial,Vinho,2021,Quantidade,0.0
65,Haiti,Vinho,2021,Quantidade,670379.0
66,Honduras,Vinho,2021,Quantidade,0.0
67,Hong Kong,Vinho,2021,Quantidade,12507.0
68,Hungria,Vinho,2021,Quantidade,87.0
69,Ilha de Man,Vinho,2021,Quantidade,97.0
70,Ilhas Virgens,Vinho,2021,Quantidade,0.0
71,India,Vinho,2021,Quantidade,13.0
72,Indonésia,Vinho,2021,Quantidade,0.0
73,Irã,Vinho,2021,Quantidade,116.0
74,Iraque,Vinho,2021,Quantidade,0.0
75,Irlanda,Vinho,2021,Quantidade,36.0
76,Itália,Vinho,2021,Quantidade,696.0
77,Jamaica,Vinho,2021,Quantidade,0.0
78,Japão,Vinho,2021,Quantidade,39491.0
79,Jordânia,Vinho,2021,Quantidade,0.0
80,Letônia,Vinho,2021,Quantidade,0.0
81,Líbano,Vinho,2021,Quantidade,0.0
82,Libéria,Vinho,2021,Quantidade,7554.0
83,Luxemburgo,Vinho,2021,Quantidade,0.0
84,Macau,Vinho,2021,Quantidade,0.0
85,Malásia,Vinho,2021,Quantidade,0.0
86,Malavi,Vinho,2021,Quantidade,0.0
87,Malta,Vinho,2021,Quantidade,3441.0
88,"Marshall, Ilhas",Vinho,2021,Quantidade,8644.0
89,Martinica,Vinho,2021,Quantidade,0.0
90,Mauritânia,Vinho,2021,Quantidade,9.0
91,México,Vinho,2021,Quantidade,9.0
92,Moçambique,Vinho,2021,Quantidade,0.0
93,Montenegro,Vinho,2021,Quantidade,14.0
94,Namíbia,Vinho,2021,Quantidade,0.0
95,Nicarágua,Vinho,2021,Quantidade,0.0
96,Nigéria,Vinho,2021,Quantidade,68247.0
97,Noruega,Vinho,2021,Quantidade,1878.0
98,Nova Caledônia,Vinho,2021,Quantidade,7227.0
99,Nova Zelândia,Vinho,2021,Quantidade,657.0
100,Omã,Vinho,2021,Quantidade,0.0
101,Países Baixos,Vinho,2021,Quantidade,3791.0
102,Palau,Vinho,2021,Quantidade,0.0
103,Panamá,Vinho,2021,Quantidade,29520.0
104,Paraguai,Vinho,2021,Quantidade,6522527.0
105,Peru,Vinho,2021,Quantidade,9720.0
106,Pitcairn,Vinho,2021,Quantidade,0.0
107,Polônia,Vinho,2021,Quantidade,4.0
108,Porto Rico,Vinho,2021,Quantidade,0.0
109,Portugal,Vinho,2021,Quantidade,6358.0
110,Quênia,Vinho,2021,Quantidade,0.0
111,Reino Unido,Vinho,2021,Quantidade,25316.0
112,República Dominicana,Vinho,2021,Quantidade,0.0
113,Rússia,Vinho,2021,Quantidade,181931.0
114,São Cristóvão e Névis,Vinho,2021,Quantidade,0.0
115,São Tomé e Príncipe,Vinho,2021,Quantidade,0.0
116,São Vicente e Granadinas,Vinho,2021,Quantidade,8.0
117,Senegal,Vinho,2021,Quantidade,0.0
118,Serra Leoa,Vinho,2021,Quantidade,6525.0
119,Singapura,Vinho,2021,Quantidade,4504.0
120,Suazilândia,Vinho,2021,Quantidade,10.0
121,Suécia,Vinho,2021,Quantidade,23.0
122,Suíça,Vinho,2021,Quantidade,627.0
123,Suriname,Vinho,2021,Quantidade,900.0
124,Tailândia,Vinho,2021,Quantidade,1334.0
125,Taiwan (Formosa),Vinho,2021,Quantidade,1313.0
126,Tanzânia,Vinho,2021,Quantidade,0.0
127,"Tcheca, República",Vinho,2021,Quantidade,456.0
128,Togo,Vinho,2021,Quantidade,1890.0
129,Toquelau,Vinho,2021,Quantidade,0.0
130,Trinidade Tobago,Vinho,2021,Quantidade,0.0
131,Tunísia,Vinho,2021,Quantidade,0.0
132,Turquia,Vinho,2021,Quantidade,343.0
133,Tuvalu,Vinho,2021,Quantidade,0.0
134,Uruguai,Vinho,2021,Quantidade,136774.0
135,Vanuatu,Vinho,2021,Quantidade,0.0
136,Venezuela,Vinho,2021,Quantidade,26415.0
137,Vietnã,Vinho,2021,Quantidade,0.0
1,África do Sul,Espumante,2021,Valor,0.0
2,Alemanha,Espumante,2021,Valor,265.0
3,Angola,Espumante,2021,Valor,0.0
4,Antigua e Barbuda,Espumante,2021,Valor,82.0
5,Antilhas Holandesas,Espumante,2021,Valor,0.0
6,Argentina,Espumante,2021,Valor,0.0
7,Aruba,Espumante,2021,Valor,0.0
8,Australia,Espumante,2021,Valor,654.0
9,Bahamas,Espumante,2021,Valor,461.0
10,Bangladesh,Espumante,2021,Valor,28.0
11,Barbados,Espumante,2021,Valor,58.0
12,Belgica,Espumante,2021,Valor,0.0
13,Benin,Espumante,2021,Valor,0.0
14,Bermudas,Espumante,2021,Valor,0.0
15,Bolívia,Espumante,2021,Valor,64988.0
16,Bósnia-Herzegovina,Espumante,2021,Valor,0.0
17,Bulgaria,Espumante,2021,Valor,0.0
18,Cabo Verde,Espumante,2021,Valor,12.0
19,Camarões,Espumante,2021,Valor,0.0
20,Canada,Espumante,2021,Valor,566.0
21,Catar,Espumante,2021,Valor,964.0
22,"Cayman, Ilhas",Espumante,2021,Valor,5.0
23,Chile,Espumante,2021,Valor,361.0
24,China,Espumante,2021,Valor,49572.0
25,Chipre,Espumante,2021,Valor,350.0
26,Cingapura,Espumante,2021,Valor,0.0
27,Colombia,Espumante,2021,Valor,37207.0
28,"Coreia do Sul, Republica da",Espumante,2021,Valor,200.0
29,Costa Rica,Espumante,2021,Valor,0.0
30,Cuba,Espumante,2021,Valor,0.0
31,Curaçao,Espumante,2021,Valor,21633.0
32,Dinamarca,Espumante,2021,Valor,32.0
33,Dominica,Espumante,2021,Valor,505.0
34,El Salvador,Espumante,2021,Valor,0.0
35,Emirados Arabes Unidos,Espumante,2021,Valor,3240.0
36,Equador,Espumante,2021,Valor,0.0
37,Espanha,Espumante,2021,Valor,0.0
38,Estados Unidos,Espumante,2021,Valor,2123710.0
39,Estonia,Espumante,2021,Valor,0.0
40,Falkland (Malvinas),Espumante,2021,Valor,0.0
41,Filipinas,Espumante,2021,Valor,0.0
42,Filânldia,Espumante,2021,Valor,0.0
43,França,Espumante,2021,Valor,5366.0
44,Gana,Espumante,2021,Valor,3555.0
45,Gibraltar,Espumante,2021,Valor,0.0
46,Granada,Espumante,2021,Valor,0.0
47,Grécia,Espumante,2021,Valor,360.0
48,Guatemala,Espumante,2021,Valor,0.0
49,Guiana,Espumante,2021,Valor,0.0
